Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,Cluster Label,MonetaryValue per 100 pounds
12384.0,425.27000000000004,2,2011-11-11 08:39:00,28,0,Re-Engage,4.252700000000001
12386.0,401.9,2,2011-01-06 12:37:00,337,1,Reward,4.019
12388.0,2780.66,6,2011-11-24 12:30:00,15,2,Nurture,27.8066
12390.0,504.84000000000003,1,2011-09-21 09:33:00,79,0,Re-Engage,5.0484
12391.0,460.89,1,2011-11-18 12:07:00,21,0,Re-Engage,4.6089
12393.0,1582.6000000000001,4,2011-09-28 15:41:00,71,3,Retain,15.826
12394.0,1080.48,2,2011-10-07 08:08:00,63,0,Re-Engage,10.8048
12397.0,2214.9,2,2011-11-04 09:52:00,35,3,Retain,22.149
12398.0,1435.66,1,2011-10-25 10:27:00,45,0,Re-Engage,14.3566
12399.0,1033.65,4,2011-08-12 13:15:00,118,3,Retain,10.336500000000001
12401.0,69.3,1,2011-02-09 13:50:00,302,1,Reward,0.693
12402.0,195.6,1,2011-01-20 13:49:00,322,1,Reward,1.956
12403.0,391.7,1,2011-10-21 10:51:00,49,0,Re-Engage,3.917
12405.0,1390.39,1,2011-07-14 08:52:00,148,0,Re-Engage,13.9039
12406.0,3415.3,2,2011-11-17 19:22:00,21,2,Nurture,34.153
12407.0,1507.1200000000001,5,2011-10-21 10:11:00,49,3,Retain,15.071200000000001
12408.0,2618.55,5,2011-11-07 12:27:00,32,2,Nurture,26.1855
12410.0,533.33,2,2011-02-04 10:39:00,308,1,Reward,5.3333
12412.0,1142.88,3,2011-09-26 10:16:00,74,3,Retain,11.4288
12413.0,686.1,3,2011-10-04 09:00:00,66,0,Re-Engage,6.861000000000001
12414.0,442.41,3,2011-05-06 14:51:00,216,1,Reward,4.4241
12417.0,3226.1,9,2011-12-06 14:52:00,2,2,Nurture,32.260999999999996
12418.0,668.58,1,2011-08-19 11:08:00,112,0,Re-Engage,6.6858
12420.0,600.39,1,2011-10-07 08:55:00,63,0,Re-Engage,6.0039
12421.0,639.04,4,2011-11-24 09:07:00,15,3,Retain,6.3904
12422.0,683.5600000000001,3,2011-09-05 09:48:00,95,0,Re-Engage,6.8356
12423.0,1634.31,8,2011-12-09 10:10:00,0,2,Nurture,16.3431
12424.0,1760.96,2,2011-06-30 12:06:00,162,3,Retain,17.6096
12425.0,777.2,1,2011-09-22 17:31:00,77,0,Re-Engage,7.772
12426.0,510.73,1,2011-05-29 12:26:00,194,1,Reward,5.1073
12427.0,699.8,3,2011-11-18 08:56:00,21,0,Re-Engage,6.997999999999999
12429.0,3388.4,4,2011-11-30 17:22:00,8,2,Nurture,33.884
12430.0,216.4,1,2011-10-27 15:09:00,42,0,Re-Engage,2.164
12434.0,806.14,2,2011-09-16 12:38:00,84,0,Re-Engage,8.061399999999999
12436.0,429.01000000000005,1,2011-09-01 12:09:00,99,0,Re-Engage,4.290100000000001
12438.0,2466.85,2,2011-11-25 13:28:00,13,3,Retain,24.668499999999998
12441.0,155.55,1,2010-12-08 10:45:00,366,1,Reward,1.5555
12442.0,144.06,1,2011-12-06 14:22:00,2,0,Re-Engage,1.4406
12445.0,77.4,1,2011-11-17 18:43:00,21,0,Re-Engage,0.774
12446.0,1002.3100000000001,1,2011-10-13 12:50:00,57,0,Re-Engage,10.023100000000001
12447.0,431.49,1,2011-04-10 13:25:00,242,1,Reward,4.3149
12448.0,365.45,1,2011-10-26 13:46:00,43,0,Re-Engage,3.6545
12449.0,3596.29,4,2011-11-17 13:46:00,21,2,Nurture,35.9629
12450.0,197.88,2,2011-07-06 14:41:00,155,0,Re-Engage,1.9788
12452.0,348.57,1,2011-11-23 08:05:00,16,0,Re-Engage,3.4857
12453.0,707.09,1,2011-07-28 14:08:00,133,0,Re-Engage,7.0709
12454.0,3528.34,1,2011-10-14 17:13:00,55,2,Nurture,35.2834
12455.0,2339.86,5,2011-09-27 15:31:00,72,2,Nurture,23.398600000000002
12456.0,2581.04,3,2011-10-26 14:41:00,43,3,Retain,25.8104
12457.0,2043.23,6,2011-10-04 13:13:00,65,2,Nurture,20.4323
12458.0,787.4,2,2011-09-29 15:25:00,70,0,Re-Engage,7.874
12461.0,626.88,1,2011-07-08 10:23:00,154,0,Re-Engage,6.2688
12462.0,937.59,2,2011-11-21 09:11:00,18,0,Re-Engage,9.3759
12463.0,1200.78,4,2011-10-17 13:44:00,52,3,Retain,12.0078
12464.0,957.05,8,2011-11-29 13:33:00,9,2,Nurture,9.5705
12465.0,682.1899999999999,2,2011-11-22 16:34:00,16,0,Re-Engage,6.821899999999999
12468.0,657.54,2,2011-06-05 11:36:00,187,1,Reward,6.575399999999999
12473.0,2596.23,3,2011-10-17 11:27:00,53,3,Retain,25.9623
12475.0,669.38,1,2011-10-17 10:10:00,53,0,Re-Engage,6.6937999999999995
12478.0,545.99,1,2011-12-06 09:56:00,3,0,Re-Engage,5.4599
12479.0,473.2,1,2011-11-28 13:26:00,10,0,Re-Engage,4.732
12480.0,2885.63,4,2011-11-11 14:52:00,27,2,Nurture,28.8563
12483.0,1910.98,8,2011-11-22 17:02:00,16,2,Nurture,19.1098
12488.0,1244.66,3,2011-11-30 08:50:00,9,3,Retain,12.4466
12489.0,298.93,1,2011-01-07 13:13:00,335,1,Reward,2.9893
12491.0,424.40000000000003,1,2011-11-01 12:18:00,38,0,Re-Engage,4.244000000000001
12492.0,227.21,2,2011-10-07 15:15:00,62,0,Re-Engage,2.2721
12493.0,379.74,2,2011-06-27 10:17:00,165,1,Reward,3.7974
12494.0,1084.1000000000001,7,2011-11-24 09:34:00,15,3,Retain,10.841000000000001
12497.0,953.1,1,2011-09-19 12:29:00,81,0,Re-Engage,9.531
12498.0,349.70000000000005,3,2011-11-18 12:53:00,20,0,Re-Engage,3.4970000000000003
12501.0,2025.39,1,2011-01-07 12:28:00,336,1,Reward,20.2539
12502.0,2995.87,5,2011-09-05 11:52:00,95,2,Nurture,29.9587
12504.0,428.04999999999995,2,2011-11-21 16:02:00,17,0,Re-Engage,4.2805
12506.0,73.5,1,2011-04-21 08:54:00,232,1,Reward,0.735
12507.0,1052.81,3,2011-07-28 17:09:00,133,3,Retain,10.5281
12508.0,398.27,2,2011-11-13 15:37:00,25,0,Re-Engage,3.9827
12509.0,158.5,1,2011-02-28 14:45:00,283,1,Reward,1.585
12510.0,814.5699999999999,2,2011-07-20 10:15:00,142,0,Re-Engage,8.1457
12512.0,138.03,2,2011-10-04 14:55:00,65,0,Re-Engage,1.3803
12513.0,558.29,1,2011-08-19 10:51:00,112,0,Re-Engage,5.5828999999999995
12514.0,1017.68,1,2011-03-17 16:38:00,266,1,Reward,10.1768
12515.0,278.7,1,2010-12-21 15:43:00,352,1,Reward,2.787
12516.0,1186.06,2,2011-09-23 09:13:00,77,3,Retain,11.8606
12517.0,2322.84,4,2011-11-11 13:57:00,27,3,Retain,23.2284
12518.0,1840.89,5,2011-12-09 10:13:00,0,3,Retain,18.408900000000003
12519.0,286.84,1,2011-10-07 09:26:00,63,0,Re-Engage,2.8684
12520.0,2346.2599999999998,5,2011-09-21 15:23:00,78,2,Nurture,23.4626
12521.0,545.68,1,2011-07-20 10:51:00,142,0,Re-Engage,5.456799999999999
12522.0,156.72,2,2011-10-31 15:30:00,38,0,Re-Engage,1.5672
12523.0,1699.77,11,2011-11-20 12:55:00,18,2,Nurture,16.9977
12526.0,1172.66,3,2011-12-09 12:09:00,0,3,Retain,11.726600000000001
12527.0,330.71000000000004,3,2011-09-19 11:55:00,81,0,Re-Engage,3.3071
12528.0,1645.48,6,2011-11-30 14:40:00,8,2,Nurture,16.4548
12530.0,1500.28,4,2011-10-11 12:34:00,59,3,Retain,15.0028
12531.0,125.22,1,2011-11-25 11:12:00,14,0,Re-Engage,1.2522
12532.0,313.83000000000004,1,2011-11-09 13:47:00,29,0,Re-Engage,3.1383000000000005
12534.0,981.18,1,2011-08-01 10:26:00,130,0,Re-Engage,9.8118
12535.0,716.35,2,2011-09-09 08:48:00,91,0,Re-Engage,7.1635
12538.0,363.95,1,2011-11-10 17:16:00,28,0,Re-Engage,3.6395
12541.0,841.18,3,2011-11-10 10:40:00,29,3,Retain,8.4118
12544.0,316.7,1,2011-11-03 16:15:00,35,0,Re-Engage,3.167
12545.0,832.39,2,2011-09-25 13:39:00,74,0,Re-Engage,8.3239
12546.0,1021.5,2,2011-10-24 12:09:00,46,0,Re-Engage,10.215
12547.0,151.79999999999998,2,2011-05-26 12:38:00,197,1,Reward,1.5179999999999998
12548.0,67.19999999999999,1,2011-06-26 15:35:00,165,1,Reward,0.6719999999999999
12550.0,824.83,1,2011-09-21 14:35:00,78,0,Re-Engage,8.2483
12551.0,168.0,1,2010-12-17 11:23:00,357,1,Reward,1.68
12552.0,317.82,1,2011-10-31 12:11:00,39,0,Re-Engage,3.1782
12553.0,3278.28,10,2011-12-01 16:38:00,7,2,Nurture,32.7828
12556.0,603.71,2,2011-10-20 13:06:00,49,0,Re-Engage,6.037100000000001
12558.0,269.96,1,2011-12-02 10:41:00,7,0,Re-Engage,2.6995999999999998
12559.0,525.71,2,2011-02-02 09:49:00,310,1,Reward,5.2571
12560.0,1918.01,2,2011-12-04 13:54:00,4,3,Retain,19.1801
12561.0,238.85,1,2011-02-10 11:39:00,302,1,Reward,2.3885
12562.0,3385.7400000000002,7,2011-12-01 17:20:00,7,2,Nurture,33.857400000000005
12564.0,402.9,1,2011-03-23 14:55:00,260,1,Reward,4.029
12565.0,145.92,1,2011-02-24 10:34:00,288,1,Reward,1.4591999999999998
12566.0,297.65,1,2011-09-14 14:30:00,85,0,Re-Engage,2.9764999999999997
12571.0,519.61,2,2011-10-31 10:19:00,39,0,Re-Engage,5.1961
12572.0,912.42,2,2011-12-01 09:20:00,8,0,Re-Engage,9.1242
12573.0,160.54000000000002,1,2011-04-26 15:52:00,226,1,Reward,1.6054000000000002
12574.0,182.45000000000002,1,2011-01-28 09:20:00,315,1,Reward,1.8245000000000002
12576.0,1315.83,5,2011-11-04 10:11:00,35,3,Retain,13.158299999999999
12577.0,653.85,3,2011-11-04 13:24:00,34,0,Re-Engage,6.5385
12578.0,2402.51,2,2011-11-18 13:30:00,20,3,Retain,24.025100000000002
12579.0,386.42,1,2011-09-22 17:15:00,77,0,Re-Engage,3.8642000000000003
12580.0,379.7,1,2011-04-07 10:24:00,246,1,Reward,3.7969999999999997
12581.0,179.71,1,2011-10-31 08:56:00,39,0,Re-Engage,1.7971000000000001
12582.0,351.36,2,2011-04-15 08:45:00,238,1,Reward,3.5136000000000003
12584.0,2254.15,9,2011-12-06 09:35:00,3,2,Nurture,22.5415
12585.0,1824.1,2,2011-04-19 13:39:00,233,1,Reward,18.241
12586.0,196.94000000000003,1,2011-11-22 16:24:00,16,0,Re-Engage,1.9694000000000003
12587.0,104.0,1,2011-12-02 12:47:00,7,0,Re-Engage,1.04
12588.0,174.89999999999998,1,2011-10-31 15:01:00,38,0,Re-Engage,1.7489999999999997
12589.0,574.68,2,2011-11-11 10:19:00,28,0,Re-Engage,5.7467999999999995
12591.0,368.85,1,2011-01-26 14:35:00,316,1,Reward,3.6885000000000003
12592.0,401.6,2,2011-09-08 15:04:00,91,0,Re-Engage,4.016
12593.0,382.09999999999997,3,2011-08-23 12:43:00,108,0,Re-Engage,3.8209999999999997
12594.0,3208.2200000000003,9,2011-11-02 12:20:00,37,2,Nurture,32.0822
12596.0,450.27,2,2011-10-19 13:02:00,50,0,Re-Engage,4.5027
12597.0,3195.22,4,2011-11-20 13:33:00,18,2,Nurture,31.952199999999998
12598.0,2807.08,7,2011-11-30 12:18:00,9,2,Nurture,28.0708
12599.0,888.58,7,2011-11-10 13:34:00,28,3,Retain,8.8858
12600.0,2311.04,10,2011-11-11 10:29:00,28,2,Nurture,23.1104
12601.0,487.06,5,2011-06-03 10:17:00,189,3,Retain,4.8706
12602.0,153.12,1,2011-10-12 11:22:00,58,0,Re-Engage,1.5312000000000001
12603.0,613.1999999999999,1,2011-11-18 10:42:00,21,0,Re-Engage,6.132
12604.0,236.18,2,2011-09-21 14:08:00,78,0,Re-Engage,2.3618
12607.0,1579.51,1,2011-10-10 16:06:00,59,3,Retain,15.7951
12609.0,964.85,3,2011-09-22 16:34:00,77,3,Retain,9.6485
12610.0,1747.54,4,2011-11-17 09:34:00,22,3,Retain,17.4754
12611.0,1193.32,1,2011-10-18 13:12:00,51,0,Re-Engage,11.9332
12612.0,668.0400000000001,1,2011-09-26 15:35:00,73,0,Re-Engage,6.680400000000001
12613.0,3092.38,4,2011-10-13 14:59:00,56,2,Nurture,30.9238
12614.0,315.6,1,2011-03-07 10:22:00,277,1,Reward,3.156
12615.0,2093.19,4,2011-12-07 15:02:00,1,3,Retain,20.9319
12616.0,641.3,2,2011-09-05 15:17:00,94,0,Re-Engage,6.412999999999999
12617.0,355.53,1,2011-11-10 14:39:00,28,0,Re-Engage,3.5553
12618.0,137.31,1,2011-11-18 11:10:00,21,0,Re-Engage,1.3731
12619.0,2945.56,8,2011-11-23 14:52:00,15,2,Nurture,29.4556
12620.0,1303.41,3,2011-11-25 10:20:00,14,3,Retain,13.0341
12622.0,162.1,1,2011-04-21 16:39:00,231,1,Reward,1.621
12623.0,269.1,1,2011-03-08 13:50:00,275,1,Reward,2.6910000000000003
12624.0,569.13,2,2011-08-25 15:04:00,105,0,Re-Engage,5.6913
12625.0,2413.82,2,2011-05-12 09:54:00,211,3,Retain,24.1382
12628.0,732.46,3,2011-12-05 13:15:00,3,3,Retain,7.3246
12630.0,1030.88,2,2011-11-30 10:48:00,9,0,Re-Engage,10.308800000000002
12631.0,480.5,1,2011-10-13 13:53:00,56,0,Re-Engage,4.805
12633.0,1929.98,4,2011-10-12 11:40:00,58,3,Retain,19.2998
12635.0,1509.18,2,2011-09-11 11:04:00,89,3,Retain,15.091800000000001
12638.0,511.69,1,2011-11-06 13:11:00,32,0,Re-Engage,5.1169
12639.0,366.1,1,2011-04-15 12:48:00,238,1,Reward,3.661
12640.0,994.58,3,2011-11-16 11:52:00,23,3,Retain,9.9458
12641.0,145.9,1,2011-08-16 13:26:00,114,0,Re-Engage,1.459
12642.0,905.26,3,2011-11-14 15:03:00,24,3,Retain,9.0526
12643.0,3041.64,6,2011-08-03 12:56:00,127,2,Nurture,30.4164
12644.0,477.91,1,2011-08-02 10:33:00,129,0,Re-Engage,4.779100000000001
12645.0,1631.18,4,2011-11-06 12:38:00,33,3,Retain,16.3118
12646.0,1346.97,2,2011-12-05 10:14:00,4,3,Retain,13.4697
12648.0,300.05,1,2011-07-08 11:55:00,154,0,Re-Engage,3.0005
12649.0,569.51,3,2011-08-24 14:41:00,106,0,Re-Engage,5.6951
12650.0,242.44000000000003,1,2011-12-06 16:34:00,2,0,Re-Engage,2.4244000000000003
12651.0,114.0,1,2011-01-09 12:46:00,334,1,Reward,1.14
12652.0,793.98,1,2011-01-12 15:00:00,330,1,Reward,7.9398
12653.0,2209.85,2,2011-07-14 10:41:00,148,3,Retain,22.098499999999998
12654.0,529.98,5,2011-11-29 10:10:00,10,3,Retain,5.2998
12656.0,3619.17,5,2011-11-22 13:42:00,16,2,Nurture,36.1917
12657.0,1427.18,4,2011-11-28 15:47:00,10,3,Retain,14.2718
12658.0,632.05,1,2011-11-21 10:22:00,18,0,Re-Engage,6.320499999999999
12659.0,73.68,1,2011-11-10 11:53:00,29,0,Re-Engage,0.7368000000000001
12660.0,227.1,1,2011-11-28 13:26:00,10,0,Re-Engage,2.271
12662.0,3543.78,11,2011-12-09 11:59:00,0,2,Nurture,35.4378
12665.0,45.0,1,2011-01-19 08:34:00,324,1,Reward,0.45
12667.0,460.13,1,2011-10-12 17:00:00,57,0,Re-Engage,4.6013
12668.0,3177.15,4,2011-11-28 10:56:00,11,2,Nurture,31.7715
12669.0,1427.73,2,2011-07-12 09:54:00,150,3,Retain,14.2773
12670.0,2744.05,5,2011-11-29 15:23:00,9,2,Nurture,27.4405
12672.0,225.89999999999998,1,2011-01-14 09:20:00,329,1,Reward,2.259
12673.0,574.52,2,2011-12-04 13:55:00,4,0,Re-Engage,5.7452
12674.0,1844.6,4,2011-11-01 12:12:00,38,3,Retain,18.445999999999998
12676.0,1091.39,6,2011-11-15 12:25:00,24,3,Retain,10.913900000000002
12679.0,951.02,4,2011-10-12 12:30:00,58,3,Retain,9.5102
12680.0,790.81,4,2011-12-09 12:50:00,0,3,Retain,7.908099999999999
12684.0,2073.63,6,2011-12-02 09:53:00,7,2,Nurture,20.7363
12685.0,2575.08,6,2011-11-11 13:46:00,27,2,Nurture,25.750799999999998
12686.0,71.14,1,2010-12-03 09:51:00,371,1,Reward,0.7114
12689.0,1139.61,2,2011-11-14 08:31:00,25,3,Retain,11.396099999999999
12690.0,335.01,1,2011-05-18 09:09:00,205,1,Reward,3.3501
12691.0,927.8,5,2011-11-11 16:49:00,27,3,Retain,9.277999999999999
12693.0,711.91,4,2011-08-04 17:51:00,126,3,Retain,7.1190999999999995
12694.0,761.67,2,2011-09-30 13:06:00,69,0,Re-Engage,7.6167
12695.0,582.1,4,2011-12-02 13:22:00,6,3,Retain,5.821000000000001
12697.0,757.59,3,2011-11-11 08:47:00,28,3,Retain,7.575900000000001
12701.0,725.71,2,2011-09-21 10:47:00,79,0,Re-Engage,7.2571
12702.0,201.0,1,2011-11-20 10:36:00,19,0,Re-Engage,2.01
12703.0,265.55,1,2011-09-29 17:52:00,70,0,Re-Engage,2.6555
12704.0,1740.84,8,2011-12-02 13:15:00,6,2,Nurture,17.4084
12707.0,603.42,1,2011-02-21 08:38:00,291,1,Reward,6.034199999999999
12708.0,2442.91,10,2011-11-10 09:52:00,29,2,Nurture,24.4291
12710.0,1023.02,3,2011-09-04 12:00:00,96,3,Retain,10.2302
12713.0,794.55,1,2011-12-09 12:16:00,0,0,Re-Engage,7.945499999999999
12715.0,273.86,1,2011-08-25 15:22:00,105,0,Re-Engage,2.7386
12716.0,963.49,2,2011-12-06 08:55:00,3,0,Re-Engage,9.6349
12717.0,830.98,2,2011-07-11 14:47:00,150,0,Re-Engage,8.309800000000001
12718.0,202.25,1,2011-09-29 16:38:00,70,0,Re-Engage,2.0225
12719.0,572.95,2,2011-12-04 13:45:00,4,0,Re-Engage,5.729500000000001
12721.0,2386.13,6,2011-11-08 12:13:00,31,2,Nurture,23.8613
12722.0,979.63,4,2011-09-15 14:50:00,84,3,Retain,9.7963
12723.0,707.07,5,2011-12-06 10:19:00,3,3,Retain,7.0707
12724.0,923.41,4,2011-12-04 16:02:00,4,3,Retain,9.2341
12725.0,371.8,1,2010-12-03 15:45:00,370,1,Reward,3.718
12726.0,2411.1,7,2011-11-11 13:35:00,27,2,Nurture,24.111
12727.0,3440.7,7,2011-11-29 11:46:00,10,2,Nurture,34.407
12728.0,728.33,4,2011-09-29 15:31:00,70,3,Retain,7.2833000000000006
12729.0,417.01,1,2011-08-18 11:40:00,113,0,Re-Engage,4.1701
12732.0,218.26000000000002,1,2011-06-13 11:33:00,179,1,Reward,2.1826000000000003
12733.0,383.95,1,2011-04-19 16:19:00,233,1,Reward,3.8394999999999997
12734.0,110.39999999999999,1,2010-12-22 12:47:00,352,1,Reward,1.1039999999999999
12735.0,689.5699999999999,2,2011-01-28 13:37:00,314,1,Reward,6.8957
12736.0,144.0,1,2011-01-11 07:57:00,332,1,Reward,1.44
12738.0,137.35,1,2010-12-02 18:27:00,371,1,Reward,1.3735
12739.0,975.54,1,2011-09-01 17:45:00,98,0,Re-Engage,9.7554
12740.0,427.6,1,2011-10-07 10:44:00,63,0,Re-Engage,4.276
12743.0,546.43,2,2011-07-28 16:21:00,133,0,Re-Engage,5.4643
12750.0,275.88,1,2011-08-03 09:13:00,128,0,Re-Engage,2.7588
12754.0,3010.74,3,2011-04-18 09:00:00,235,2,Nurture,30.1074
12756.0,112.07999999999998,1,2011-09-14 09:31:00,86,0,Re-Engage,1.1207999999999998
12758.0,2791.59,2,2011-08-15 10:22:00,116,3,Retain,27.9159
12759.0,1411.44,3,2011-10-18 14:49:00,51,3,Retain,14.1144
12762.0,1702.52,2,2011-12-02 10:23:00,7,3,Retain,17.025199999999998
12763.0,494.08,2,2011-07-24 14:12:00,137,0,Re-Engage,4.940799999999999
12764.0,1693.88,1,2011-01-27 10:19:00,316,1,Reward,16.9388
12769.0,1143.6,1,2011-04-15 10:25:00,238,1,Reward,11.436
12770.0,1351.45,1,2011-05-13 09:33:00,210,1,Reward,13.5145
12772.0,752.47,1,2011-10-11 09:19:00,59,0,Re-Engage,7.5247
12775.0,1281.04,5,2011-11-22 16:33:00,16,3,Retain,12.8104
12778.0,693.23,6,2011-11-20 11:30:00,19,3,Retain,6.932300000000001
12781.0,786.74,2,2011-10-07 10:37:00,63,0,Re-Engage,7.8674
12782.0,1938.92,5,2011-12-05 09:16:00,4,3,Retain,19.389200000000002
12783.0,1295.87,4,2011-12-07 15:56:00,1,3,Retain,12.958699999999999
12784.0,518.42,1,2011-11-24 12:53:00,14,0,Re-Engage,5.1842
12785.0,255.95,1,2010-12-10 13:48:00,363,1,Reward,2.5595
12787.0,418.66,3,2011-11-30 08:44:00,9,0,Re-Engage,4.1866
12789.0,76.85,1,2011-10-05 13:34:00,64,0,Re-Engage,0.7685
12790.0,294.92,1,2011-05-31 14:14:00,191,1,Reward,2.9492000000000003
12791.0,177.60000000000002,1,2010-12-01 11:27:00,373,1,Reward,1.7760000000000002
12792.0,344.53999999999996,1,2011-03-28 11:36:00,256,1,Reward,3.4454
12793.0,461.48,2,2011-01-09 12:12:00,334,1,Reward,4.6148
12794.0,860.41,2,2011-10-17 14:54:00,52,0,Re-Engage,8.604099999999999
12795.0,318.48,1,2011-11-21 10:27:00,18,0,Re-Engage,3.1848
12797.0,226.03,1,2010-12-09 10:55:00,365,1,Reward,2.2603
12802.0,397.58,1,2011-06-06 09:36:00,186,1,Reward,3.9758
12808.0,455.65000000000003,3,2011-11-03 10:05:00,36,0,Re-Engage,4.556500000000001
12809.0,405.31,1,2011-06-15 10:51:00,177,1,Reward,4.0531
12811.0,458.85,2,2011-03-23 10:55:00,261,1,Reward,4.5885
12812.0,229.64000000000001,1,2011-10-26 09:54:00,44,0,Re-Engage,2.2964
12814.0,85.92,1,2011-08-30 12:11:00,101,0,Re-Engage,0.8592
12815.0,863.46,2,2011-07-15 10:21:00,147,0,Re-Engage,8.6346
12816.0,452.20000000000005,2,2011-09-05 12:41:00,95,0,Re-Engage,4.522
12817.0,126.03999999999999,1,2011-03-03 16:28:00,280,1,Reward,1.2604
12818.0,1182.0800000000002,1,2011-03-23 12:06:00,261,1,Reward,11.820800000000002
12820.0,942.34,4,2011-12-06 15:12:00,2,3,Retain,9.4234
12821.0,92.72,1,2011-05-09 15:51:00,213,1,Reward,0.9272
12822.0,948.88,2,2011-09-30 10:04:00,70,0,Re-Engage,9.4888
12823.0,1759.5,5,2011-09-26 07:35:00,74,3,Retain,17.595
12824.0,397.12,1,2011-10-11 12:49:00,59,0,Re-Engage,3.9712
12826.0,1474.72,7,2011-12-07 10:25:00,2,2,Nurture,14.7472
12827.0,430.15000000000003,3,2011-12-04 12:17:00,5,0,Re-Engage,4.301500000000001
12828.0,1018.71,6,2011-12-07 08:45:00,2,3,Retain,10.187100000000001
12829.0,293.0,2,2011-01-07 11:13:00,336,1,Reward,2.93
12831.0,215.05,1,2011-03-22 13:02:00,261,1,Reward,2.1505
12832.0,383.03,2,2011-11-07 13:30:00,31,0,Re-Engage,3.8303
12833.0,417.38,1,2011-07-17 13:46:00,144,0,Re-Engage,4.1738
12834.0,312.38,1,2011-03-02 09:49:00,282,1,Reward,3.1238
12836.0,2612.86,4,2011-10-11 15:10:00,58,2,Nurture,26.128600000000002
12837.0,134.1,1,2011-06-19 16:07:00,172,1,Reward,1.341
12838.0,683.13,2,2011-11-06 12:20:00,33,0,Re-Engage,6.8313
12840.0,2726.77,4,2011-07-19 09:29:00,143,2,Nurture,27.2677
12842.0,1118.99,2,2011-09-30 15:33:00,69,0,Re-Engage,11.1899
12843.0,1702.26,8,2011-10-05 12:09:00,65,2,Nurture,17.0226
12844.0,325.96000000000004,2,2011-11-10 13:31:00,28,0,Re-Engage,3.2596000000000003
12845.0,354.09,4,2011-03-17 13:34:00,266,1,Reward,3.5408999999999997
12847.0,871.54,1,2011-11-17 13:16:00,21,0,Re-Engage,8.715399999999999
12849.0,1033.25,2,2011-11-08 13:41:00,30,0,Re-Engage,10.3325
12851.0,135.18,1,2011-09-04 12:41:00,96,0,Re-Engage,1.3518000000000001
12852.0,311.55,1,2011-02-18 08:47:00,294,1,Reward,3.1155
12853.0,1957.1000000000001,6,2011-07-28 11:29:00,134,2,Nurture,19.571
12854.0,1324.5,3,2011-09-22 12:15:00,78,3,Retain,13.245
12855.0,38.1,1,2010-12-02 09:37:00,372,1,Reward,0.381
12856.0,2179.93,6,2011-12-02 10:52:00,7,2,Nurture,21.7993
12857.0,1106.4,2,2011-05-13 10:20:00,210,1,Reward,11.064
12863.0,521.2,1,2011-10-18 14:15:00,51,0,Re-Engage,5.212000000000001
12864.0,147.12,1,2011-07-24 13:03:00,137,0,Re-Engage,1.4712
12865.0,1568.23,2,2011-11-13 14:31:00,25,3,Retain,15.6823
12866.0,499.12,1,2011-03-01 14:11:00,282,1,Reward,4.9912
12868.0,1607.0600000000002,6,2011-06-07 10:42:00,185,3,Retain,16.070600000000002
12871.0,380.64,2,2011-09-16 15:07:00,83,0,Re-Engage,3.8064
12872.0,599.97,2,2011-01-17 10:52:00,326,1,Reward,5.999700000000001
12873.0,374.0,1,2011-03-02 14:58:00,281,1,Reward,3.74
